smiles,node_id,num_expansions,rollout_num,score,pharmacophore,Q_value,num_reactions,reaction_1_chemical_space,reaction_1_id,building_block_1_1_id,building_block_1_1_smiles,building_block_1_2_id,building_block_1_2_smiles,building_block_1_3_id,building_block_1_3_smiles
CCOc1cc(C=O)c(Sc2cc3c(O)ncnc3cc2F)cc1OC(C)=O,162229,1,3950,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,243317,CCOc1cc(C=O)c([U])cc1OC(C)=O,463685,Oc1ncnc2cc(F)c(S[U])cc12,,
CCOc1cc(C(=O)Oc2cc(C=O)cc(OCC)c2OCc2ccccc2)cc(Cl)c1O,162251,1,3961,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,468406,CCOc1cc(C=O)cc([U])c1OCc1ccccc1,23247,CCOc1cc(C(=O)O[U])cc(Cl)c1O,,
CCOc1cc(C=O)ccc1OCc1noc(-c2cc(F)ccc2C(=O)OC)n1,162254,0,3962,0.001533810679324463,0.001533810679324463,0.0,1,custom,270196a,207905,CCOc1cc(C=O)ccc1OCC(N=[U])=NO[Np],214256,COC(=O)c1ccc(F)cc1C(=[U])[Np],,
CCOc1cc(C=NNC(=O)c2ccc(OCCC(C)C)c(OC)c2)ccc1OCc1ccc(F)cc1,162262,1,3966,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,4a,480509,CCOc1cc(C=[U])ccc1OCc1ccc(F)cc1,412692,COc1cc(C(=O)NN=[U])ccc1OCCC(C)C,,
CCOc1cc(COC(=O)c2ccc(S(C)(=O)=O)c(N3CCN(C)CC3)c2)ccc1OCc1ccc(F)cc1,162274,1,3972,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,224144,CCOc1cc(C[U])ccc1OCc1ccc(F)cc1,23806,CN1CCN(c2cc(C(=O)O[U])ccc2S(C)(=O)=O)CC1,,
CCOc1cc(F)c(F)cc1C(=O)OOC(=O)c1ccc(F)c(F)c1OC,162280,1,3975,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,23275,CCOc1cc(F)c(F)cc1C(=O)O[U],24093,COc1c(C(=O)O[U])ccc(F)c1F,,
CCOc1cc(OC(=O)c2cc(OC)c(OC)c([N+](=O)[O-])c2)cc(F)c1B(O)O,162312,1,3990,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,267375,CCOc1cc([U])cc(F)c1B(O)O,24205,COc1cc(C(=O)O[U])cc([N+](=O)[O-])c1OC,,
CCOc1cc2ccccc2cc1C(=O)OOC(=O)c1cc(OC)c2c(c1)OCO2,162316,1,3992,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,23279,CCOc1cc2ccccc2cc1C(=O)O[U],24208,COc1cc(C(=O)O[U])cc2c1OCO2,,
CCOc1ccc(C(=O)NCC(=O)OC(=O)c2ccc(OC)c(S(=O)(=O)N3CCCCCC3)c2)cc1OCC,162350,1,4006,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,445020,CCOc1ccc(C(=O)NCC(=O)[U])cc1OCC,24511,COc1ccc(C(=O)O[U])cc1S(=O)(=O)N1CCCCCC1,,
CCOc1ccc(F)c(B(O)O)c1SOC(=O)c1cc2c(cc1C)OCCO2,162392,1,4027,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,454798,CCOc1ccc(F)c(B(O)O)c1S[U],25797,Cc1cc2c(cc1C(=O)O[U])OCCO2,,
CCOc1ccc(NC(=O)c2ccc(NC(=O)COC(=O)c3c(Br)cc(F)cc3Br)cc2)cc1,162410,1,4035,0.001533810679324463,0.001533810679324463,0.001533810679324463,1,custom,7a,493429,CCOc1ccc(NC(=O)c2ccc(NC(=O)C[U])cc2)cc1,29779,O=C(O[U])c1c(Br)cc(F)cc1Br,,
